"Index","Chapter","Thought","D: Original","D: Refashioned","D: Elegant","D: Distilled","Notes"
"17.219","17","219","[Krishna]
The gift lovingly given, when one shall say
""Now must I gladly give!"" when he who takes
Can render nothing back; made in due place,
Due time, and to a meet recipient,
Is gift of Sattwan, fair and profitable.","[Krishna]
The gift lovingly given — when a person says 'I must gladly give!' — to someone who cannot repay, at the right time and place, to a worthy recipient — that is sattvic generosity. It is fair and profitable.","The sattvic gift: given lovingly, to one who cannot repay, at the right time, to a worthy recipient, with the words 'I must gladly give.'","True generosity gives to those who cannot return the favor — and finds the giving itself sufficient.","Dana (generosity/charity) classified by guna. Sattvic dana has five conditions: (1) given with love, (2) given because one feels one must, (3) given to one who cannot reciprocate (apratupakara), (4) given in the right place and time (dese kale), (5) given to a worthy recipient (patre). The crucial marker: 'he who takes can render nothing back' — true generosity flows downward, not laterally. The framework parallel: genuine Paideia gives knowledge to those who need it without extracting payment — the teacher who teaches because the student needs to learn, not because the transaction benefits the teacher."
"17.220","17","220","[Krishna]
The gift selfishly given, where to receive
Is hoped again, or when some end is sought,
Or where the gift is proffered with a grudge,
This is of Rajas, stained with impulse, ill.","[Krishna]
The gift given selfishly — where something is expected in return, or where some personal advantage is sought, or where the giving itself is grudging — that is rajasic generosity. It is stained with self-interest.","The rajasic gift: given with strings attached, personal advantage sought, or grudge barely hidden beneath the gesture.","Generosity that expects a return is not generosity — it is investment disguised as kindness.","Rajasic dana: transactional giving. The three markers: (1) pratupakara-artham (hoping for reciprocation), (2) phalam uddishya (aiming at results), (3) pariklishtam (given with reluctance/pain). The gift may look identical to a sattvic gift from the outside — the difference is entirely internal. The framework parallel: institutional philanthropy that seeks naming rights, tax benefits, or public recognition is rajasic dana — it may do good, but it does so for the wrong reasons, and the good it does is unstable because it depends on continued self-interest."
"17.221","17","221","[Krishna]
The gift churlishly flung, at evil time,
In wrongful place, to base recipient,
Made in disdain or harsh unkindliness,
Is gift of Tamas, dark; it doth not bless!","[Krishna]
The gift flung contemptuously — at the wrong time, in the wrong place, to an unworthy recipient, given with disdain or cruelty — that is tamasic generosity. It brings no blessing.","The tamasic gift: flung with contempt, at the wrong time, to the wrong person, without care. It blesses no one.","A gift given with contempt poisons both the giver and the receiver.","Tamasic dana: not merely selfish but actively harmful — given with asat-kara (disrespect) and avajnata (contempt). The wrong place, wrong time, wrong recipient compound the damage. The framework parallel: institutional resources directed carelessly — funding distributed without strategic purpose, knowledge dispensed without regard for readiness, power granted to those unfit to hold it. The intention behind distribution matters as much as the distribution itself."
"17.222","17","222","[Krishna]
HERE ENDETH CHAPTER XVII. OF THE  BHAGAVAD-GITA,
Entitled ""Sraddhatrayavibhagayog,""
Or ""The Book of Religion by the Threefold Kinds of Faith.""","","","","Chapter colophon. Sraddhatraya Vibhaga Yoga — the Yoga of the Division of Threefold Faith. This chapter applied the three-guna framework systematically to faith, food, sacrifice, discipline (body/speech/mind), and generosity. The core teaching: every human activity can be performed in a sattvic, rajasic, or tamasic mode. The quality of the action depends not on the action itself but on the inner state of the actor. 'As the shrine, so the worshipper' — you become what you orient toward. The framework parallel: this chapter is the Gita's most complete diagnostic tool. Any institution, practice, or cultural activity can be evaluated by asking: is this being done from clarity and duty (sattva), from ambition and self-interest (rajas), or from ignorance and carelessness (tamas)?"
"","18","","<b>Chapter 18: The Yoga of Liberation (Moksha Sannyasa Yoga)</b>","","","",""
"18.223","18","223","[Arjuna]
Fain would I better know, Thou Glorious One!
The very truth--Heart's Lord!--of Sannyas,
Abstention; and  enunciation, Lord!
Tyaga; and what separates these twain!","[Arjuna]
I want to understand, Krishna, the true distinction between sannyasa — total renunciation — and tyaga — the renunciation of the fruits of action. What separates these two?","What is the difference between giving up action entirely and giving up the results of action? Tell me plainly.","The student asks the final question: is the goal to stop acting or to stop caring about what action produces?","Arjuna's opening question for the final chapter distinguishes between sannyasa (complete renunciation of all action) and tyaga (renunciation of the fruits/results of action). This distinction has been building since Chapter 3. The Gita's consistent answer: tyaga (renouncing results) is superior to sannyasa (renouncing action), because action itself is inescapable. The framework parallel: the question is whether wisdom requires withdrawal from the world or engagement with the world on different terms."
"18.224","18","224","[Krishna]
The poets rightly teach that Sannyas
Is the foregoing of all acts which spring
Out of desire; and their wisest say
Tyaga is renouncing fruit of acts.","[Krishna]
The wise teach that sannyasa means giving up all actions born of desire. And tyaga — the renunciation they consider highest — means giving up the fruit of every action.","Sannyasa is giving up desire-driven action. Tyaga is giving up the fruits of all action. The wise say tyaga is higher.","The highest renunciation is not refusing to act but refusing to claim what action produces.","Kamya-karmanam (actions born of desire) — sannyasa targets the wrong actions. Tyaga targets the wrong relationship to all actions. The distinction is between editing your behavior (sannyasa) and editing your orientation (tyaga). The framework parallel: the goal is not to do different things but to do the same things for different reasons — from understanding rather than from appetite."
"18.225","18","225","[Krishna]
There be among the saints some who have held
All action sinful, and to be renounced;
And some who answer, ""Nay! the goodly acts--
As worship, penance, alms--must be performed!""
Hear now My sentence, Best of Bharatas!","[Krishna]
Some sages have declared that all action is inherently sinful and should be abandoned entirely. Others say that the worthy acts — worship, penance, and charity — must always be performed. Hear my definitive judgment on this.","Some say all action is sin. Others say worthy acts must always be done. Hear my final judgment.","The debate between total withdrawal and total engagement has always existed — and the Gita's answer is neither.","Krishna acknowledges the historical debate within Indian philosophy between radical renunciation (all action produces karma, therefore stop acting) and ritual obligation (certain acts are prescribed and must be performed). His answer will transcend both positions. The framework parallel: the tension between contemplative withdrawal and active engagement is present in every wisdom tradition — monasticism vs. civic virtue, philosophy vs. politics, theory vs. practice."
"18.226","18","226","[Krishna]
'Tis well set forth, O Chaser of thy Foes!
Renunciation is of threefold form,
And Worship, Penance, Alms, not to be stayed;
Nay, to be gladly done; for all those three
Are purifying waters for true souls!","[Krishna]
Renunciation itself is threefold — and the worthy acts of worship, penance, and charity must not be abandoned. They should be performed gladly, for all three are purifying waters for the soul.","Worship, penance, and charity must not be abandoned — they are purifying waters. Perform them gladly.","The acts that purify should never be renounced — what must be renounced is the expectation of reward for performing them.","Krishna's definitive position: do not abandon action (contra the radical renunciants). The purifying acts (yajna, tapas, dana) are non-negotiable. What must be abandoned is attachment to their fruits. This is consistent with the Gita's teaching from Chapter 3 onward: the path is through action, not around it."
"18.227","18","227","[Krishna]
Yet must be practised even those high works
In yielding up attachment, and all fruit
Produced by works. This is My judgment, Prince!
This My insuperable and fixed decree!","[Krishna]
But even these high works must be practiced with complete detachment from their results. This is my fixed and final judgment.","Perform the highest works — but yield up all attachment to what they produce. This is my final decree.","The Gita's ultimate teaching on action: do the work fully and release the outcome completely.","Phala-tyaga (renunciation of fruit) — the Gita's central ethical principle, stated one final time with maximum authority. 'This is my insuperable and fixed decree' (etat tu me nishchitam matam uttamam) — Krishna signals this is not one opinion among many but the definitive teaching."
"18.228","18","228","[Krishna]
Abstaining from a work by right prescribed
Never is meet! So to abstain doth spring
From ""Darkness,"" and Delusion teacheth it.
Abstaining from a work grievous to flesh,
When one saith ""'Tis unpleasing!"" this is null!
Such an one acts from ""passion;"" nought of gain
Wins his Renunciation! But, Arjun!
Abstaining from attachment to the work,
Abstaining from rewardment in the work,
While yet one doeth it full faithfully,
Saying, ""Tis right to do!"" that is ""true "" act
And abstinence! Who doeth duties so,
Unvexed if his work fail, if it succeed
Unflattered, in his own heart justified,
Quit of debates and doubts, his is ""true"" act:
For, being in the body, none may stand
Wholly aloof from act; yet, who abstains
From profit of his acts is abstinent.","[Krishna]
Refusing to do work that duty requires is never right. Such refusal comes from tamas — from delusion and darkness.

Avoiding work because it is difficult or unpleasant — saying 'This is too hard for me' — comes from rajas. Such a person gains nothing from their renunciation.

But performing work that must be done — faithfully, without attachment, without concern for success or failure, saying simply 'This is right to do' — that is sattvic renunciation. That is true action and true abstinence.

The person who does this — untroubled when work fails, unmoved when it succeeds, justified in their own heart, free from doubt — theirs is the genuine act. For no one in a body can wholly avoid action. But whoever releases attachment to what action produces — that person is the true renunciant.","Refusing duty is tamas. Avoiding hardship is rajas. Performing what must be done, faithfully, without attachment, saying simply 'This is right' — that is sattva. That is true renunciation. You cannot escape action. But you can escape being owned by its results.","True renunciation is not stopping the work but stopping the grip — doing what must be done without being owned by what it produces.","The threefold classification of renunciation completes the framework: (1) Tamasic renunciation: abandoning prescribed duty out of delusion, (2) Rajasic renunciation: abandoning duty because it is difficult or unpleasant, (3) Sattvic renunciation: performing duty without attachment to outcomes. The practical test: 'unvexed if his work fail, if it succeed unflattered' — equanimity toward outcomes is the marker of genuine tyaga. The framework parallel: the Academy's work is sattvic when it teaches because teaching is right, regardless of whether the students succeed, the institution gains prestige, or the culture responds. Teaching for outcomes (enrollment numbers, rankings, employability) is rajasic. Refusing to teach because it is thankless or difficult is tamasic."
"18.229","18","229","[Krishna]
The fruit of labours, in the lives to come,
Is threefold for all men,--Desirable,
And Undesirable, and mixed of both;
But no fruit is at all where no work was.","[Krishna]
The fruit of action, in lives to come, is threefold: desirable, undesirable, and mixed. But where no work is done, there is no fruit at all.","Action produces three kinds of fruit — good, bad, and mixed. Inaction produces nothing at all.","You can choose what kind of fruit your actions bear, but you cannot choose to bear no fruit — inaction is its own barren harvest.","The three types of karma-phala (fruits of action): ishta (desirable), anishta (undesirable), mishra (mixed). The punch line: 'no fruit where no work was' — inaction does not exempt you from consequences; it simply produces the consequence of nothing. The framework parallel: institutions that refuse to act (out of caution, paralysis, or institutional cowardice) do not avoid consequences — they produce the consequence of irrelevance."
"18.230","18","230","[Krishna]
Hear from me, Long-armed Lord! the makings five
Which go to every act, in Sankhya taught
As necessary. First the force; and then
The agent; next, the various instruments;
Fourth, the especial effort; fifth, the God.
What work soever any mortal doth
Of body, mind, or speech, evil or good,
By these five doth he that. Which being thus,
Whoso, for lack of knowledge, seeth himself
As the sole actor, knoweth nought at all
And seeth nought. Therefore, I say, if one--
Holding aloof from self--with unstained mind
Should slay all yonder host, being bid to slay,
He doth not slay; he is not bound thereby!","[Krishna]
Learn from me the five factors that the Sankhya philosophy teaches are necessary for every action: the body, the agent, the various instruments, the particular effort, and the divine will.

Whatever a person does — through body, speech, or mind, good or evil — these five factors are at work. Therefore, whoever sees themselves as the sole cause of action is seeing poorly and understanding nothing.

This is why I say: the person who acts without ego, with an unstained mind — even if that person were to slay this entire army — does not truly slay and is not bound by the act.","Five factors drive every act: body, agent, instruments, effort, and the divine. Whoever sees only themselves as the cause understands nothing. The one who acts without ego — even in the midst of slaughter — does not slay and is not bound.","You are never the sole cause of anything you do — and understanding this frees you from the burden of every outcome.","The five causes of action (pancha-karana): (1) Adhishthana (the body/field), (2) Karta (the doer/agent), (3) Karana (instruments — senses, mind), (4) Cheshta (effort/activity), (5) Daiva (divine providence/fate). Krishna's point: the individual ego is only one of five factors. Seeing yourself as the sole agent is a cognitive error (ahamkara — ego-identification). The ethical implication is radical: if you are not the sole cause, you are not the sole bearer of guilt. This completes the argument from Chapter 11 ('you are only the instrument'). The framework parallel: individual actors within institutions are never solely responsible for outcomes — but they remain responsible for their own orientation and effort. You cannot control the divine factor, but you can control whether your ego distorts your contribution."
"18.231","18","231","[Krishna]
Knowledge, the thing known, and the mind which knows,
These make the threefold starting-ground of act.
The act, the actor, and the instrument,
These make the threefold total of the deed.
But knowledge, agent, act, are differenced
By three dividing qualities. Hear now
Which be the qualities dividing them.","[Krishna]
Three things form the ground of every action: the knowledge, the known, and the knower. Three things compose the action itself: the deed, the doer, and the instrument.

But knowledge, doer, and deed are each differentiated by the three qualities. Hear how they divide.","Every action has a triple ground — knowledge, the known, and the knower — and a triple composition — deed, doer, and instrument. Each is shaped by the three qualities. Hear how.","The quality of any action depends on the quality of the knowing, the doer, and the deed — and each is governed by clarity, passion, or darkness.","The Sankhya framework of action applied through the guna lens. Jnana (knowledge), jneya (the known), and parijnata (the knower) form the epistemological triad. Karma (action), karta (agent), and karana (instrument) form the practical triad. Krishna will now classify each element by guna — producing a comprehensive matrix for evaluating any human activity. The framework parallel: the FU framework's analysis of institutional health operates on the same principle — evaluate not just what is done (the action) but who does it (the agent's quality) and what they know (the quality of their understanding)."
"18.232","18","232","[Krishna]
There is ""true"" Knowledge. Learn thou it is this:
To see one changeless Life in all the Lives,
And in the Separate, One Inseparable.
There is imperfect Knowledge: that which sees
The separate existences apart,
And, being separated, holds them real.
There is false Knowledge: that which blindly clings
To one as if 'twere all, seeking no Cause,
Deprived of light, narrow, and dull, and ""dark.""","[Krishna]
True knowledge sees one changeless Life in all the separate lives — one inseparable reality in all that appears separate.

Imperfect knowledge sees separate existences as genuinely separate — holding each apart as independently real.

False knowledge clings blindly to one fragment as if it were the whole, seeking no deeper cause, narrow and dark.","True knowledge: one life in all lives, one reality behind all separation. Imperfect knowledge: the separate things are real. False knowledge: one fragment is the whole, and nothing else matters.","The three levels of understanding — seeing unity in diversity, seeing only diversity, or seeing only a fragment and mistaking it for everything.","Sattvic jnana: seeing the One in the many (ekatvam — unity consciousness). Rajasic jnana: seeing multiplicity as ultimate (prithaktvena — separate existence). Tamasic jnana: fixating on one part and mistaking it for the whole (ekasmin karye — clinging to a single effect). This is the Gita's epistemology in miniature. The framework parallel: (1) Seeing that all Fundamental Questions point toward one underlying orientation = sattvic, (2) Treating each question as independent and unrelated = rajasic, (3) Obsessing over one narrow issue and ignoring everything else = tamasic. The quality of understanding determines the quality of action that follows."
"18.233","18","233","[Krishna]
There is ""right"" Action: that which being enjoined--
Is wrought without attachment, passionlessly,
For duty, not for love, nor hate, nor gain.
There is ""vain"" Action: that which men pursue
Aching to satisfy desires, impelled
By sense of self, with all-absorbing stress:
This is of Rajas--passionate and vain.
There is ""dark"" Action: when one doth a thing
Heedless of issues, heedless of the hurt
Or wrong for others, heedless if he harm
His own soul--'tis of Tamas, black and bad!","[Krishna]
Right action is work that duty requires — performed without attachment, without passion, without desire for reward or hatred of the task.

Vain action is work pursued to satisfy desires — driven by ego, with all-consuming effort.

Dark action is work done heedlessly — without caring about consequences, about the harm done to others, or about the damage to one's own soul.","Right action: duty without attachment. Vain action: desire with all-consuming effort. Dark action: heedlessness about harm — to others and to yourself.","The three qualities of action — from duty, from desire, from carelessness — and only the first produces anything worth having.","Sattvic karma: niyatam (prescribed by duty), sanga-rahitam (without attachment), araga-dveshatah (without love or hatred for the task). Rajasic karma: kamepsuna (desire-driven), ahamkara (ego-driven), bahulayasam (excessive effort). Tamasic karma: anubandham (heedless of consequences), kshayam (causing loss), himsam (causing harm), apashya (blind). The framework parallel: institutional action at three levels — (1) doing what the mission requires, regardless of whether it is popular or rewarded, (2) doing what advances the institution's competitive position, driven by ego and ambition, (3) doing whatever is expedient without considering consequences."
"18.234","18","234","[Krishna]
There is the ""rightful""doer. He who acts
Free from self-seeking, humble, resolute,
Steadfast, in good or evil hap the same,
Content to do aright-he ""truly"" acts.
There is th' ""impassioned"" doer. He that works
From impulse, seeking profit, rude and bold
To overcome, unchastened; slave by turns
Of sorrow and of joy: of Rajas he!
And there be evil doers; loose of heart,
Low-minded, stubborn, fraudulent, remiss,
Dull, slow, despondent--children of the ""dark.""","[Krishna]
The rightful doer acts without self-seeking — humble, resolute, steady through good fortune and bad, content to do what is right.

The impassioned doer acts from impulse — seeking profit, rude and bold, lurching between sorrow and joy.

The dark doer is slack and stubborn, fraudulent and slow, despondent and low-minded — a child of darkness.","The sattvic doer: humble, steady, resolute, content. The rajasic doer: impulsive, profit-seeking, lurching between sorrow and joy. The tamasic doer: slack, stubborn, fraudulent, despondent.","The quality of the doer determines the quality of the deed — humble and steady produces right action; impulsive and grasping produces waste; slack and dishonest produces ruin.","The threefold karta (agent/doer). The sattvic doer's defining quality: mukta-sangah (free from attachment), dhrity-utsaha-samanvitah (endowed with firmness and enthusiasm), siddhy-asiddhyor (steady in success or failure). The rajasic doer is marked by ragatmaka (passion-driven) and harsha-shokanvitah (alternating between elation and despair). The tamasic doer is ayuktah (undisciplined), prakritah (crude), stabdhah (obstinate), and vishadi (despondent). The framework parallel: institutional leadership at three levels — the sattvic leader serves the mission, the rajasic leader serves their career, the tamasic leader serves nothing and degrades everything they touch."
"18.235","18","235","[Krishna]
Hear, too, of Intellect and Steadfastness
The threefold separation, Conqueror-Prince!
How these are set apart by Qualities.","[Krishna]
Now hear how intellect and steadfastness are also divided by the three qualities.","Intellect and steadfastness, too, come in three grades. Hear the division.","Even your capacity for judgment and your ability to persist are shaped by the quality that dominates your mind.","Transitional verse introducing the classification of buddhi (intellect/judgment) and dhriti (steadfastness/resolve) by guna. The Gita is systematic: it classifies not just actions and agents but the very faculties of judgment and persistence — the tools with which we evaluate and pursue our goals."
"18.236","18","236","[Krishna]
Good is the Intellect which comprehends
The coming forth and going back of life,
What must be done, and what must not be done,
What should be feared, and what should not be feared,
What binds and what emancipates the soul:
That is of Sattwan, Prince! of ""soothfastness.""
Marred is the Intellect which, knowing right
And knowing wrong, and what is well to do
And what must not be done, yet understands
Nought with firm mind, nor as the calm truth is:
This is of Rajas, Prince! and ""passionate!""
Evil is Intellect which, wrapped in gloom,
Looks upon wrong as right, and sees all things
Contrariwise of Truth. O Pritha's Son!
That is of Tamas, ""dark"" and desperate!","[Krishna]
Sattvic intellect comprehends the coming forth and going back of life, what must be done and what must not, what should be feared and what need not be feared, and what binds or liberates the soul.

Rajasic intellect knows right from wrong and what should and should not be done — but understands none of it firmly or clearly. It grasps at truth but cannot hold it.

Tamasic intellect, wrapped in darkness, mistakes wrong for right and sees everything backwards.","Sattvic intellect: knows what to do, what to fear, what binds and what frees — clearly and firmly. Rajasic intellect: knows right from wrong but cannot hold the knowledge steady. Tamasic intellect: sees everything backwards — wrong as right, right as wrong.","Three grades of judgment — clear and steady, grasping but unsteady, or completely inverted. The worst is not ignorance but confident wrongness.","Sattvic buddhi: comprehensive, firm, clear — it grasps pravritti (what to pursue) and nivritti (what to avoid), bandha (what binds) and moksha (what liberates). Rajasic buddhi: partially correct but 'ayathavat' (not as it truly is) — it has the information but cannot apply it consistently. Tamasic buddhi: inverted — 'adharmam dharmam iti ya manyate' (sees adharma as dharma) — the most dangerous state because it is confident in its wrongness. The framework parallel: (1) The person who understands the erosion pattern and responds wisely = sattvic, (2) The person who understands it intellectually but cannot maintain consistent action = rajasic, (3) The person who sees the erosion as progress and fights to accelerate it = tamasic. The tamasic state is the most dangerous precisely because it is active, confident, and wrong."
"18.237","18","237","[Krishna]
Good is the steadfastness whereby a man
Masters his beats of heart, his very breath
Of life, the action of his senses; fixed
In never-shaken faith and piety:
That is of Sattwan, Prince! ""soothfast"" and fair!
Stained is the steadfastness whereby a man
Holds to his duty, purpose, effort, end,
For life's sake, and the love of goods to gain,
Arjuna! 'tis of Rajas, passion-stamped!
Sad is the steadfastness wherewith the fool
Cleaves to his sloth, his sorrow, and his fears,
His folly and despair. This--Pritha's Son!--
Is born of Tamas, ""dark"" and miserable!","[Krishna]
Sattvic steadfastness controls the mind, the breath, and the senses — holding firm in unwavering faith and focus.

Rajasic steadfastness holds to duty, pleasure, and profit — but for life's sake and for the sake of gaining things. It is steadfast toward mixed ends.

Tamasic steadfastness is the stubbornness of the fool — clinging to sleep, fear, grief, vanity, and despair.","Sattvic resolve: masters breath, mind, and senses in unwavering focus. Rajasic resolve: holds firm but for mixed motives — duty entangled with profit. Tamasic resolve: stubbornly clings to sleep, fear, and despair.","There is a stubbornness that masters the self, a stubbornness that chases results, and a stubbornness that refuses to let go of misery — and all three look like persistence.","Sattvic dhriti: yaya dharayate (holds firm) the mind, prana (breath), and indriyas (senses) through yoga — purposeful, single-pointed, and internally directed. Rajasic dhriti: holds firm but with phala-akanksha (desire for reward) — persistence in service of mixed motives. Tamasic dhriti: 'cleaves to sloth, sorrow, and fears' — not genuine persistence but the inability to let go of comfort, grief, or despair. The framework parallel: institutional persistence comes in three forms — (1) persistent commitment to mission regardless of reward, (2) persistent pursuit of growth, reputation, and resources, (3) persistent refusal to change, adapt, or confront failure."
"18.238","18","238","[Krishna]
Hear further, Chief of Bharatas! from Me
The threefold kinds of Pleasure which there be.

Good Pleasure is the pleasure that endures,
Banishing pain for aye; bitter at first
As poison to the soul, but afterward
Sweet as the taste of Amrit. Drink of that!
It springeth in the Spirit's deep content.
And painful Pleasure springeth from the bond
Between the senses and the sense-world. Sweet
As Amrit is its first taste, but its last
Bitter as poison. 'Tis of Rajas, Prince!
And foul and ""dark"" the Pleasure is which springs
From sloth and sin and foolishness; at first
And at the last, and all the way of life
The soul bewildering. 'Tis of Tamas, Prince!","[Krishna]
Now hear of the three kinds of pleasure.

Sattvic pleasure is the kind that endures — banishing pain permanently. It tastes bitter at first, like poison, but becomes sweet as nectar. It springs from the spirit's deep contentment.

Rajasic pleasure comes from the contact between senses and sense-objects. It tastes sweet as nectar at first, but its end is bitter as poison.

Tamasic pleasure arises from sloth, foolishness, and delusion. It bewilders the soul from first to last.","Sattvic pleasure: bitter at first, sweet as nectar forever — born of deep contentment. Rajasic pleasure: sweet at first, bitter as poison at the end — born of sensory contact. Tamasic pleasure: bewildering from beginning to end — born of sloth and fog.","The pleasure that lasts starts bitter and turns sweet. The pleasure that destroys starts sweet and turns bitter. The pleasure that numbs was never pleasure at all.","The poison/nectar inversion is one of the Gita's most memorable formulations. Sattvic sukha (pleasure) is 'like poison at first' (agre visha-iva) because genuine growth, discipline, and self-mastery are initially painful — but they produce lasting peace. Rajasic sukha is 'like nectar at first' (agre amrita-upama) because sensory gratification is immediately pleasurable — but it leads to suffering, addiction, and depletion. Tamasic sukha is 'bewildering from first to last' (mohanam) — the stupor of sleep, intoxication, or willful ignorance. The framework parallel: this is the Sneaky Candy concept stated in ancient terms. Quick pleasure that produces long-term harm vs. difficult practice that produces lasting flourishing. The distinction is the foundation of every meaningful education: the student must learn to prefer the difficult good over the easy bad."
"18.239","18","239","[Krishna]
For nothing lives on earth, nor 'midst the gods
In utmost heaven, but hath its being bound
With these three Qualities, by Nature framed.","[Krishna]
Nothing exists on earth or in heaven that is free from the influence of these three qualities. Everything alive is bound by them.","Nothing on earth, nothing in heaven, escapes the three qualities. Everything that exists is bound by them.","The three qualities are not a theory about some things — they are the operating system of everything.","The universality claim: the triguna framework applies to everything without exception — not just human psychology but all of nature, all divine beings, all cosmic processes. Nothing is exempt. The framework parallel: the diagnostic tool (sattva/rajas/tamas) is universally applicable — to individuals, institutions, cultures, arguments, and practices. Any human activity can be evaluated on this spectrum."
"18.240","18","240","[Krishna]
The work of Brahmans, Kshatriyas, Vaisyas,
And Sudras, O thou Slayer of thy Foes!
Is fixed by reason of the Qualities
Planted in each:","[Krishna]
The work of the four social orders — Brahmins, Kshatriyas, Vaishyas, and Shudras — is determined not by birth but by the qualities each person naturally possesses.","The four orders of work are not birth assignments — they are expressions of natural qualities.","Your role in society should be determined by what you are, not by who your parents were.","Svabhava-prabhavair gunaih (born of the qualities inherent in one's nature) — the Gita frames varna (social order) as determined by guna (quality) and karma (action), not by janma (birth). This is frequently overlooked: the Gita's varna system is meritocratic/dispositional, not hereditary. The four varnas: Brahmin (intellectual/spiritual), Kshatriya (warrior/governing), Vaishya (merchant/agricultural), Shudra (service). The framework parallel: the question of how to organize human specialization — who teaches, who governs, who produces, who serves — is universal. The Gita's answer is that roles should match natural capacities, not social position."
"18.241","18","241","[Krishna]
A Brahman's virtues, Prince!
Born of his nature, are serenity,
Self-mastery, religion, purity,
Patience, uprightness, learning, and to know
The truth of things which be. A Kshatriya's pride,
Born of his nature, lives in valour, fire,
Constancy, skilfulness, spirit in fight,
And open-handedness and noble mien,
As of a lord of men. A Vaisya's task,
Born with his nature, is to till the ground,
Tend cattle, venture trade. A Sudra's state,
Suiting his nature, is to minister.","[Krishna]
The natural work of a Brahmin — born of their own nature — is serenity, self-mastery, devotion, purity, patience, uprightness, learning, and the knowledge of truth.

The natural work of a Kshatriya is valor, energy, constancy, skill, courage in battle, generosity, and the bearing of a leader.

The natural work of a Vaishya is to cultivate the earth, tend animals, and conduct trade.

The natural work of a Shudra is to serve and assist.","The scholar's nature: serenity, self-mastery, learning, truth. The warrior's nature: valor, constancy, courage, generosity. The merchant's nature: cultivation and trade. The servant's nature: assistance and service.","Every person has a natural orientation — toward knowledge, toward leadership, toward production, or toward service — and fulfilling that orientation honestly is the path to excellence.","The four varnas described by their inherent qualities rather than by ritual status or birth. Note that the Brahmin's qualities are primarily internal (serenity, self-mastery, knowledge), the Kshatriya's are primarily active (valor, courage, leadership), the Vaishya's are productive (agriculture, commerce), and the Shudra's are supportive (service). The framework parallel: the FU framework's six institutions (Academy, Guilds, Lab, News, Agora, Temple) are a functional version of the varna system — different domains of human activity that require different capacities. The Academy corresponds roughly to the Brahmin function, the Agora to the Kshatriya, the Guilds/Lab to the Vaishya, and each institution includes service functions. The key insight: every domain requires its own kind of excellence."
"18.242","18","242","[Krishna]
Whoso performeth--diligent, content--
The work allotted him, whate'er it be,
Lays hold of perfectness! Hear how a man
Findeth perfection, being so content:
He findeth it through worship--wrought by work--
Of Him that is the Source of all which lives,
Of HIM by Whom the universe was stretched.","[Krishna]
Whoever performs their allotted work — whatever it is — with diligence and contentment, lays hold of perfection. And perfection is found through worship expressed as work — through serving the Source of all life, the one by whom the universe was stretched.","Do your work — whatever it is — with diligence and contentment, and you touch perfection. Perfection is worship expressed as work — serving the Source through the task at hand.","Perfection is not found in the right job but in the right orientation toward any job — diligence, contentment, and service.","Sve sve karmany abhiratah samsiddhim labhate narah (each person, devoted to their own work, attains perfection) — the universality of the path. You do not need to be a Brahmin to attain perfection. You do not need to perform extraordinary deeds. You need to perform your own work with the right orientation: sva-karmana (one's own duty) + tam abhyarchya (worshipping through it). The framework parallel: excellence in any domain — teaching, governing, building, serving — is a form of worship when done with proper orientation. The janitor who cleans with care and the philosopher who thinks with rigor are on the same path if their orientation is toward truth and service rather than ego."
"18.243","18","243","[Krishna]
Better thine own work is, though done with fault,
Than doing others' work, ev'n excellently.
He shall not fall in sin who fronts the task
Set him by Nature's hand! Let no man leave
His natural duty, Prince! though it bear blame!
For every work hath blame, as every flame
Is wrapped in smoke! Only that man attains
Perfect surcease of work whose work was wrought
With mind unfettered, soul wholly subdued,
Desires for ever dead, results renounced.","[Krishna]
Better your own work done imperfectly than someone else's work done excellently. The person who takes on the task nature assigned them will not fall into error.

Do not abandon your natural duty even if it is imperfect — for every work has its flaws, as every flame is wrapped in smoke.

Only the person who has achieved perfect mastery over their mind, who has subdued their desires entirely, who has renounced all attachment to results — only that person attains the complete cessation of work's bondage.","Better your own work done badly than another's done brilliantly. Every flame is wrapped in smoke — every calling has its imperfections. Accept the work nature gave you, and do it without attachment.","Your own imperfect work, honestly pursued, is worth more than someone else's perfect work worn as a disguise.","Shreyan sva-dharmo vigunah para-dharmat sv-anushthitat — this verse (repeated from 3.35) is one of the most quoted in the Gita. It rejects the pursuit of borrowed excellence: do your own work, even if you do it imperfectly, rather than attempting someone else's work where you might appear to succeed. 'Every flame is wrapped in smoke' (sarvam karma-abhivriyate dhumenagnir iva) — no activity is free from imperfection. The demand for flawless execution before you begin is itself a form of rajasic avoidance. The framework parallel: institutions that abandon their core mission to pursue fashionable alternatives (a university that becomes a business, a news organization that becomes entertainment) are abandoning sva-dharma. The imperfect pursuit of the right mission is better than the polished pursuit of the wrong one."
"18.244","18","244","[Krishna]
Learn from me, Son of Kunti! also this,
How one, attaining perfect peace, attains
BRAHM, the supreme, the highest height of all!","[Krishna]
Learn from me, Arjuna, how one who has attained perfect peace reaches Brahman — the supreme, the highest.","Now learn how the peaceful soul reaches the Absolute — the highest height of all.","The final teaching: how the one who has achieved inner peace arrives at the ultimate reality.","Transitional verse introducing the culminating passage of the Gita's practical teaching: the description of the liberated soul's final journey to Brahman."
